Provider Number	Hospital Name
44016F	MOUNTAIN HOME VA MEDICAL CENTER
440173	PARKWEST MEDICAL CENTER
440174	HAYWOOD PARK COMMUNITY HOSPITAL
440175	CROCKETT HOSPITAL
440176	INDIAN PATH MEDICAL CENTER
440180	JELLICO COMMUNITY HOSPITAL
440181	BOLIVAR GENERAL HOSPITAL
440182	MCKENZIE REGIONAL HOSPITAL
440183	ST FRANCIS HOSPITAL
440184	FRANKLIN WOODS COMMUNITY HOSPITAL
440185	SKYRIDGE MEDICAL CENTER
440187	LIVINGSTON REGIONAL HOSPITAL
440189	REGIONAL HOSPITAL OF JACKSON
44018F	VA MIDDLE TENNESSEE HEALTHCARE SYSTEM
440192	HIGHLANDS MEDICAL CENTER
440193	UNIVERSITY MEDICAL CENTER
440194	TRISTAR HENDERSONVILLE MEDICAL CENTER
440197	TRISTAR SOUTHERN HILLS MEDICAL CENTER
440200	STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL
440218	THE CENTER FOR SPINAL SURGERY
440227	TRISTAR STONECREST MEDICAL CENTER
440228	SAINT FRANCIS BARTLETT MEDICAL CENTER
440231	TRUSTPOINT HOSPITAL
441300	HICKMAN COMMUNITY HEALTH SERVICES
441301	TROUSDALE MEDICAL CENTER
441305	MACON COUNTY GENERAL HOSPITAL
441307	RIVERVIEW REGIONAL MEDICAL CENTER
441308	MEDICAL CENTER OF MANCHESTER
441309	MARSHALL MEDICAL CENTER
441310	RHEA MEDICAL CENTER
441311	TRISTAR ASHLAND CITY MEDICAL CENTER
441312	PATIENTS' CHOICE MEDICAL CENTER OF ERIN
441313	WELLMONT HANCOCK COUNTY HOSPITAL
441314	LAUDERDALE COMMUNITY HOSPITAL
441315	COPPER BASIN MEDICAL CENTER
441316	CAMDEN GENERAL HOSPITAL
450002	PROVIDENCE MEMORIAL HOSPITAL
450005	MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL
450007	PETERSON REGIONAL MEDICAL CENTER
450010	UNITED REGIONAL HEALTH CARE SYSTEM
450011	ST JOSEPH REGIONAL HEALTH CENTER
450015	PARKLAND HEALTH AND HOSPITAL SYSTEM
450018	UNIVERSITY OF TEXAS MEDICAL BRANCH GAL
450021	BAYLOR UNIVERSITY MEDICAL CENTER
450023	CITIZENS MEDICAL CENTER
450024	UNIVERSITY MEDICAL CENTER OF EL PASO
450028	VHS BROWNSVILLE HOSPITAL COMPANY, LLC
450029	LAREDO MEDICAL CENTER
450032	GOOD SHEPHERD MEDICAL CENTER MARSHALL
450033	VHS HARLINGEN HOSPITAL COMPANY LLC
450034	CHRISTUS HOSPITAL
450035	ST JOSEPH MEDICAL CENTER
450037	GOOD SHEPHERD MEDICAL CENTER
450039	JPS HEALTH NETWORK
450040	COVENANT MEDICAL CENTER
450042	PROVIDENCE HEALTH CENTER
450044	UT SOUTHWESTERN UNIVERSITY HOSPITAL
450046	CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI
450051	METHODIST DALLAS MEDICAL CENTER
450052	GOODALL WITCHER HOSPITAL
450054	SCOTT & WHITE MEMORIAL HOSPITAL
450055	ROLLING PLAINS MEMORIAL HOSPITAL
450056	SETON MEDICAL CENTER AUSTIN
450058	BAPTIST MEDICAL CENTER
450064	TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL
450068	MEMORIAL HERMANN TEXAS MEDICAL CENTER
450072	BRAZOSPORT REGIONAL HEALTH SYSTEM
450073	COGDELL MEMORIAL HOSPITAL
450078	ANSON GENERAL HOSPITAL
450079	BAYLOR MEDICAL CENTER AT IRVING
450080	TITUS REGIONAL MEDICAL CENTER
450082	CHRISTUS SPOHN HOSPITAL BEEVILLE
450083	EAST TEXAS MEDICAL CENTER
450085	GRAHAM REGIONAL MEDICAL CENTER
450087	NORTH HILLS HOSPITAL
450090	NORTH TEXAS MEDICAL CENTER
450092	FORT DUNCAN MEDICAL CENTER
450097	BAYSHORE MEDICAL CENTER
450099	PAMPA REGIONAL MEDICAL CENTER
450101	HILLCREST BAPTIST MEDICAL CENTER
450102	MOTHER FRANCES HOSPITAL
450104	GUADALUPE REGIONAL MEDICAL CENTER
450107	LAS PALMAS MEDICAL CENTER
450108	CONNALLY MEMORIAL MEDICAL CENTER
450119	SOUTH TEXAS HEALTH SYSTEM
450124	UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE
450128	KNAPP MEDICAL CENTER
450130	NIX HEALTH CARE SYSTEM
450132	MEDICAL CENTER HOSPITAL
450133	MIDLAND MEMORIAL HOSPITAL
450135	TEXAS HEALTH HARRIS METHODIST FORT WORTH
450137	BAYLOR ALL SAINTS MEDICAL CENTER AT FW
450143	SETON SMITHVILLE REGIONAL HOSPITAL
450144	PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO
450147	DETAR HOSPITAL NAVARRO
450148	TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE
450152	METROPLEX HOSPITAL
450154	VAL VERDE REGIONAL MEDICAL CENTER
450155	HEREFORD REGIONAL MEDICAL CENTER
450162	GRACE MEDICAL CENTER
450163	CHRISTUS SPOHN HOSPITAL KLEBERG
450165	SOUTH TEXAS REGIONAL MEDICAL CENTER
450176	MISSION REGIONAL MEDICAL CENTER
450177	UVALDE MEMORIAL HOSPITAL
450178	PECOS COUNTY MEMORIAL HOSPITAL
450184	MEMORIAL HERMANN HOSPITAL SYSTEM
450187	SCOTT & WHITE HOSPITAL BRENHAM
450188	ETMC CLARKSVILLE
450192	HILL REGIONAL HOSPITAL
450193	ST LUKES EPISCOPAL HOSPITAL
450194	EAST TEXAS MEDICAL CENTER JACKSONVILLE
450196	PARIS REGIONAL MEDICAL CENTER
450200	WADLEY REGIONAL MEDICAL CENTER
450203	WEATHERFORD REGIONAL MEDICAL CENTER
450209	NORTHWEST TEXAS HOSPITAL
450210	ETMC CARTHAGE
450211	MEMORIAL MEDICAL CENTER OF EAST TEXAS
450213	UNIVERSITY HEALTH SYSTEM
450214	GULF COAST MEDICAL CENTER
450219	SCOTT & WHITE HOSPITAL-LLANO
450221	MOORE COUNTY HOSPITAL DISTRICT
450222	CONROE REGIONAL MEDICAL CENTER
450229	HENDRICK MEDICAL CENTER
450231	BAPTIST ST ANTHONY'S HOSPITAL
450235	MEMORIAL HOSPITAL
450236	HOPKINS COUNTY MEMORIAL HOSPITAL
450237	CHRISTUS SANTA ROSA HOSPITAL
450241	FAITH COMMUNITY HOSPITAL
450243	HAMLIN MEMORIAL HOSPITAL
450253	BELLVILLE GENERAL HOSPITAL
450270	LAKE WHITNEY MEDICAL CENTER
450271	WISE REGIONAL HEALTH SYSTEM
450272	CENTRAL TEXAS MEDICAL CENTER
450280	BAYLOR MEDICAL CENTER AT GARLAND
450283	COZBY GERMANY HOSPITAL
450289	HARRIS HEALTH SYSTEM
450292	TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN
450293	FRIO REGIONAL HOSPITAL
450296	CLEVELAND REGIONAL MEDICAL CTR
450299	COLLEGE STATION MEDICAL CENTER
450306	STAMFORD MEMORIAL HOSPITAL
450324	TEXOMA MEDICAL CENTER
450330	OAKBEND MEDICAL CENTER
450340	SAN ANGELO COMMUNITY MEDICAL CENTER
450346	MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL
450347	HUNTSVILLE MEMORIAL HOSPITAL
450348	FALLS COMMUNITY HOSPITAL AND CLINIC
450351	TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL
450352	HUNT REGIONAL MEDICAL CENTER
450358	METHODIST HOSPITAL,THE
450369	CHILDRESS REGIONAL MEDICAL CENTER
450370	COLUMBUS COMMUNITY HOSPITAL
450372	BAYLOR MEDICAL CENTER AT WAXAHACHIE
450373	EAST TEXAS MEDICAL CENTER MOUNT VERNON
450379	DALLAS MEDICAL CENTER
450388	METHODIST HOSPITAL
450389	EAST TEXAS MEDICAL CENTER ATHENS
450395	MEMORIAL MEDICAL CENTER LIVINGSTON
450399	BROWNFIELD REGIONAL MEDICAL CENTER
450400	PARKVIEW REGIONAL HOSPITAL
450403	MEDICAL CENTER OF MCKINNEY
450411	EASTLAND MEMORIAL HOSPITAL
450419	TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE
450422	BAYLOR MEDICAL CENTER AT UPTOWN
450424	SAN JACINTO METHODIST HOSPITAL
450431	ST DAVID'S MEDICAL CENTER
450446	RIVERSIDE GENERAL HOSPITAL
450447	NAVARRO REGIONAL HOSPITAL
450451	GLEN ROSE MEDICAL CENTER
450460	TYLER COUNTY HOSPITAL
450462	TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS
450465	MATAGORDA REGIONAL MEDICAL CENTER
450469	TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ
450475	ETMC HENDERSON
450484	WOODLAND HEIGHTS MEDICAL CENTER
450488	ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE
450489	MEDICAL ARTS HOSPITAL
450497	BOWIE MEMORIAL HOSPITAL
450498	STEPHENS MEMORIAL HOSPITAL
450508	MEMORIAL HOSPITAL
450518	THE MEDICAL CENTER OF SOUTHEAST TEXAS
450537	METHODIST RICHARDSON MEDICAL CENTER
450539	COVENANT HOSPITAL PLAINVIEW
450558	ABILENE REGIONAL MEDICAL CENTER
450563	BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE
450565	PALO PINTO GENERAL HOSPITAL
450571	SHANNON MEDICAL CENTER
450573	CHRISTUS JASPER MEMORIAL HOSPITAL
450578	HEMPHILL COUNTY HOSPITAL
450580	EAST TEXAS MEDICAL CENTER CROCKETT
450584	WILBARGER GENERAL HOSPITAL
450586	SEYMOUR HOSPITAL
450587	BROWNWOOD REGIONAL MEDICAL CENTER
450591	ANGLETON-DANBURY MEDICAL CENTER
450596	LAKE GRANBURY MEDICAL CENTER
450597	CUERO COMMUNITY HOSPITAL
450604	HILL COUNTRY MEMORIAL HOSPITAL INC
450605	CARE REGIONAL MEDICAL CENTER
45060F	VA AMARILLO HEALTHCARE SYSTEM
450610	MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER
450617	CLEAR LAKE REGIONAL MEDICAL CENTER
450620	DIMMIT REGIONAL HOSPITAL
450634	DENTON REGIONAL MEDICAL CENTER
450638	HOUSTON NORTHWEST MEDICAL CENTER
450639	TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD
45063F	VA WEST TEXAS HEALTHCARE SYSTEM
450641	NOCONA GENERAL HOSPITAL
450643	DOCTORS HOSPITAL OF LAREDO
450644	WEST HOUSTON MEDICAL CENTER
450647	MEDICAL CITY DALLAS HOSPITAL
450651	MEDICAL CENTER OF PLANO
450653	SCENIC MOUNTAIN MEDICAL CENTER
450654	STARR COUNTY MEMORIAL HOSPITAL
450656	NACOGDOCHES MEDICAL CENTER
450658	EAST TEXAS MEDICAL CENTER - FAIRFIELD
450659	PARK PLAZA HOSPITAL
450661	ODESSA REGIONAL HOSPITAL
450662	VALLEY REGIONAL MEDICAL CENTER
450668	SIERRA MEDICAL CENTER
450669	MEDICAL CENTER OF LEWISVILLE
45066F	DALLAS VA MEDICAL CENTER - VA NORTH TEXAS
450670	TOMBALL REGIONAL MEDICAL CENTER
450672	PLAZA MEDICAL CENTER OF FORT WORTH
450674	WOMANS HOSPITAL OF TEXAS,THE
450675	MEDICAL CENTER OF ARLINGTON
450677	HUGULEY MEMORIAL MEDICAL CENTER
450678	DOCTORS HOSPITAL
450684	MEMORIAL HERMANN NORTHEAST
450686	UNIVERSITY MEDICAL CENTER
450688	DALLAS REGIONAL MEDICAL CENTER
450690	UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER
450694	EL CAMPO MEMORIAL HOSPITAL
450697	SOUTHWEST GENERAL HOSPITAL
450698	LAMB HEALTHCARE CENTER
450702	LONGVIEW REGIONAL MEDICAL CENTER
450709	CHRISTUS ST JOHN HOSPITAL
450711	RIO GRANDE REGIONAL HOSPITAL
450713	ST DAVID'S SOUTH AUSTIN MEDICAL CENTER
450716	CYPRESS FAIRBANKS MEDICAL CENTER
450718	ROUND ROCK MEDICAL CENTER
450723	METHODIST CHARLTON MEDICAL CENTER
450730	BAYLOR MEDICAL CENTER AT CARROLLTON
450742	LAKE POINTE MEDICAL CENTER
450743	TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON
450746	KNOX COUNTY HOSPITAL
450747	PALESTINE REGIONAL MEDICAL CENTER
450749	EAST TEXAS MEDICAL CENTER TRINITY
45074F	HOUSTON VA MEDICAL CENTER
450754	HAMILTON GENERAL HOSPITAL
450755	COVENANT HOSPITAL LEVELLAND
450766	UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY
450770	CENTRAL TEXAS HOSPITAL
450771	TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO
450774	TOPS SURGICAL SPECIALTY HOSPITAL
450775	KINGWOOD MEDICAL CENTER
450779	TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F
450780	METHODIST AMBULATORY SURGERY HOSPITAL NW
450788	CORPUS CHRISTI MEDICAL CENTER,THE
450795	ST ANTHONY'S HOSPITAL
450796	NORTHWEST TEXAS SURGERY CENTER
450797	HOUSTON HOSPITAL FOR SPECIALIZED SURGERY
450801	CHRISTUS ST MICHAEL HEALTH SYSTEM
450803	DOCTORS HOSPITAL TIDWELL
450804	TEXAS ORTHOPEDIC HOSPITAL
450808	NORTHWEST HILLS SURGICAL HOSPITAL
450809	NORTH AUSTIN MEDICAL CENTER
450820	METHODIST SUGAR LAND HOSPITAL
450822	LAS COLINAS MEDICAL CENTER
450825	CORNERSTONE REGIONAL HOSPITAL
450827	KELL WEST REGIONAL HOSPITAL
450828	CHRISTUS SPOHN HOSPITAL ALICE
450831	SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON
450832	CHRISTUS ST CATHERINE HOSPITAL
450833	ENNIS REGIONAL MEDICAL CENTER
450834	PHYSICIANS CENTRE,THE
450840	TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN
450841	BROWNSVILLE SURGICAL HOSPITAL
450844	METHODIST WILLOWBROOK HOSPITAL
450845	EL PASO SPECIALTY HOSPITAL
450847	MEMORIAL HERMANN KATY HOSPITAL
450848	MEMORIAL HERMANN SUGAR LAND HOSPITAL
450851	BAYLOR HEART AND VASCULAR HOSPITAL
450853	BAYLOR MEDICAL CENTER AT FRISCO
450855	HARLINGEN MEDICAL CENTER
450856	SOUTH TEXAS SPINE AND SURGICAL HOSPITAL
450860	SUGAR LAND SURGICAL HOSPITAL LLP
450862	ST LUKE'S THE WOODLANDS HOSPITAL
450864	TEXAS SPINE AND JOINT HOSPITAL
450865	SETON SOUTHWEST HOSPITAL
450867	SETON  NORTHWEST HOSPITAL
450869	DOCTORS HOSPITAL AT RENAISSANCE
45086F	TEMPLE VA MEDICAL CENTER - VA CENTRAL TEXAS
450871	AUSTIN SURGICAL HOSPITAL
450872	USMD HOSPITAL AT ARLINGTON L P
450874	IRVING COPPELL SURGICAL HOSPITAL LLP
450875	QUAIL CREEK SURGICAL HOSPITAL
450876	LUBBOCK HEART HOSPITAL LP
450877	FOUNDATION SURGICAL HOSPITAL OF EL PASO
450880	BAYLOR SURGICAL HOSPITAL AT FORT WORTH
450883	BAYLOR MEDICAL CENTER AT TROPHY CLUB
450884	EAST TEXAS MEDICAL CENTER - GILMER
450885	CENTENNIAL MEDICAL CENTER
450888	TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE
450889	TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT
450890	BAYLOR REGIONAL MEDICAL CENTER AT PLANO
450891	TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN
450893	THE HEART HOSPITAL BAYLOR DENTON
450894	PINE CREEK MEDICAL CENTER LLP
45090F	SAN ANTONIO VA MEDICAL CENTER - VA SOUTH TEXAS
451301	REAGAN MEMORIAL HOSPITAL
451302	GOOD SHEPHARD MEDICAL CENTER-LINDEN
451303	LIMESTONE MEDICAL CENTER
451305	BURLESON ST JOSEPH HEALTH CENTER
451308	YOAKUM COUNTY HOSPITAL
451309	MCCAMEY HOSPITAL
451310	BALLINGER MEMORIAL HOSPITAL
451311	SWEENY COMMUNITY HOSPITAL
451313	FISHER COUNTY HOSPITAL DISTRICT
451315	NORTH RUNNELS HOSPITAL
451316	MADISON ST JOSEPH HEALTH CENTER
451319	MOTHER FRANCES HOSPITAL JACKSONVILLE
451320	BAYSIDE COMMUNITY HOSPITAL
451321	HUNT REGIONAL COMMUNITY HOSPITAL
451322	GRIMES ST JOSEPH HEALTH CENTER
451323	ROLLINS BROOK COMMUNITY HOSPITAL
451326	CHILLICOTHE HOSPITAL DISTRICT
451330	MEDINA REGIONAL HOSPITAL
451331	COON MEMORIAL HOSPITAL
451333	MARTIN COUNTY HOSPITAL DISTRICT
451334	PARKVIEW HOSPITAL
451337	W J MANGOLD MEMORIAL HOSPITAL
451341	HASKELL MEMORIAL HOSPITAL
451342	MITCHELL COUNTY HOSPITAL DISTRICT
451343	ELECTRA MEMORIAL HOSPITAL
451344	HANSFORD COUNTY HOSPITAL
451346	YOAKUM COMMUNITY HOSPITAL
451347	COLEMAN COUNTY MEDICAL CENTER COMPANY
451349	SWISHER MEMORIAL HOSPITAL
451350	PLAINS MEMORIAL HOSPITAL
451351	LYNN COUNTY HOSPITAL DISTRICT
451354	HAMILTON HOSPITAL
451356	MEMORIAL MEDICAL CENTER
451357	LITTLE RIVER HEALTHCARE
451361	SABINE COUNTY HOSPITAL
451363	JACKSON HEALTHCARE CENTER
451364	OTTO KAISER MEMORIAL HOSPITAL
451365	SETON HIGHLAND LAKES
451366	COCHRAN MEMORIAL HOSPITAL
451367	EAST TEXAS MEDICAL CENTER PITTSBURG
451369	GOLDEN PLAINS COMMUNITY HOSPITAL
451370	RED RIVER REGIONAL HOSPITAL
451371	SETON EDGAR B DAVIS HOSPITAL
451372	MULESHOE AREA MEDICAL CENTER
451373	WARD MEMORIAL HOSPITAL
451374	SCOTT & WHITE HOSPITAL-TAYLOR
451376	LAVACA MEDICAL CENTER
451377	REEVES COUNTY HOSPITAL DISTRICT
451378	BIG BEND REGIONAL MEDICAL CENTER
451379	CORYELL MEMORIAL HEALTHCARE SYSTEM
451380	EAST TEXAS MEDICAL CENTER QUITMAN
453300	COOK CHILDRENS MEDICAL CENTER
453301	DRISCOLL CHILDRENS HOSPITAL
453310	DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS
460001	UTAH VALLEY REGIONAL MEDICAL CENTER
460003	SALT LAKE REGIONAL MEDICAL CENTER
460004	MCKAY DEE HOSPITAL CENTER
460005	OGDEN REGIONAL MEDICAL CENTER
460006	LDS HOSPITAL
460007	VALLEY VIEW MEDICAL CENTER
460009	UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS
460010	INTERMOUNTAIN MEDICAL CENTER
460011	CASTLEVIEW HOSPITAL
460013	MOUNTAIN VIEW HOSPITAL
460014	MOUNTAIN WEST MEDICAL CENTER
460015	LOGAN REGIONAL HOSPITAL
460017	BRIGHAM CITY COMMUNITY HOSPITAL
460019	UINTAH BASIN MEDICAL CENTER
460021	DIXIE REGIONAL MEDICAL CENTER
460023	AMERICAN FORK HOSPITAL
460026	SEVIER VALLEY MEDICAL CENTER
46002F	VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA
460030	ASHLEY REGIONAL MEDICAL CENTER
460033	GARFIELD MEMORIAL HOSPITAL
460035	BEAVER VALLEY HOSPITAL
460039	BEAR RIVER VALLEY HOSPITAL
460041	DAVIS HOSPITAL AND MEDICAL CENTER
460042	LAKEVIEW HOSPITAL
460043	OREM COMMUNITY HOSPITAL
460044	ALTA VIEW HOSPITAL
460047	ST MARKS HOSPITAL
460049	THE ORTHOPEDIC SPECIALTY HOSPITAL
460051	JORDAN VALLEY MEDICAL CENTER
460052	TIMPANOGOS REGIONAL HOSPITAL
460054	CACHE VALLEY SPECIALITY HOSPITAL
460057	PARK CITY MEDICAL CENTER
460058	RIVERTON HOSPITAL
461300	DELTA COMMUNITY MEDICAL CENTER
461301	FILLMORE COMMUNITY MEDICAL CENTER
461302	MOAB REGIONAL HOSPITAL
461303	SANPETE VALLEY HOSPITAL - CAH
461304	CENTRAL VALLEY MEDICAL CENTER - CAH
461305	MILFORD VALLEY MEMORIAL HOSPITAL
461306	GUNNISON VALLEY HOSPITAL
461307	HEBER VALLEY MEDICAL CENTER
461308	SAN JUAN HOSPITAL
461309	KANE COUNTY HOSPITAL
461310	BLUE MOUNTAIN HOSPITAL
463301	PRIMARY CHILDRENS MEDICAL CENTER
470001	CENTRAL VERMONT MEDICAL CENTER
470003	FLETCHER ALLEN HOSPITAL OF VERMONT
470005	RUTLAND REGIONAL MEDICAL CENTER
470011	BRATTLEBORO MEMORIAL HOSPITAL
470012	SOUTHWESTERN VERMONT MEDICAL CENTER
47001F	WHITE RIVER JCT VA MEDICAL CENTER
470024	NORTHWESTERN MEDICAL CENTER INC
471300	GRACE COTTAGE HOSPITAL
471301	GIFFORD MEDICAL CENTER
471302	MT ASCUTNEY HOSPITAL
471303	NORTHEASTERN VERMONT REGIONAL HOSPITAL
471304	NORTH COUNTRY HOSPITAL AND HEALTH CENTER
471305	COPLEY HOSPITAL
471306	SPRINGFIELD HOSPITAL
471307	PORTER HOSPITAL, INC
480001	ROY LESTER SCHNEIDER HOSPITAL,THE
480002	GOV JUAN F LUIS HOSPITAL & MEDICAL CTR
490001	NORTON COMMUNITY HOSPITAL
490002	RUSSELL COUNTY MEDICAL CENTER
490004	ROCKINGHAM MEMORIAL HOSPITAL
490005	WINCHESTER MEDICAL CENTER
490007	SENTARA NORFOLK GENERAL HOSPITAL
490009	UNIVERSITY OF VIRGINIA MEDICAL CENTER
490011	BON SECOURS DEPAUL MEDICAL CENTER
490012	WELLMONT LEE REGIONAL MEDICAL CENTER
490013	HALIFAX REGIONAL HOSPITAL
490017	BON SECOURS MARYVIEW MEDICAL CENTER
490018	AUGUSTA HEALTH
490019	CULPEPER REGIONAL HOSPITAL
490020	JOHN RANDOLPH MEDICAL CENTER
490021	CENTRA  HEALTH, INC
490022	MARY WASHINGTON HOSPITAL, INC
490023	THE FAUQUIER HOSPITAL, INC
490024	CARILION ROANOKE MEMORIAL HOSPITAL
490032	MEDICAL COLLEGE OF VIRGINIA HOSPITALS
490033	WARREN MEMORIAL HOSPITAL
490037	RIVERSIDE SHORE MEMORIAL HOSPITAL
490038	SMYTH COUNTY COMMUNITY HOSPITAL
490040	INOVA ALEXANDRIA HOSPITAL
490041	MARY IMMACULATE HOSPITAL
490042	CARILION NEW RIVER VALLEY MEDICAL CENTER
490043	INOVA LOUDOUN HOSPITAL
490044	SENTARA OBICI HOSPITAL
490045	PRINCE WILLIAM HOSPITAL
490046	SENTARA LEIGH HOSPITAL
490048	LEWISGALE MEDICAL CENTER
490050	VIRGINIA HOSPITAL CENTER
490052	RIVERSIDE REGIONAL MEDICAL CENTER
490053	JOHNSTON MEMORIAL HOSPITAL
490057	SENTARA VIRGINIA BEACH GENERAL HOSPITAL
490059	BON SECOURS ST MARYS HOSPITAL
490060	CLINCH VALLEY MEDICAL CENTER
490063	INOVA FAIRFAX HOSPITAL
490066	SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER
490067	SOUTHSIDE REGIONAL MEDICAL CENTER
490069	BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER
49006F	HAMPTON VA MEDICAL CENTER
490075	DANVILLE REGIONAL MEDICAL CENTER
490077	MARTHA JEFFERSON HOSPITAL
490079	MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY
490084	RIVERSIDE TAPPAHANNOCK HOSPITAL
490088	BEDFORD MEMORIAL HOSPITAL
490089	CARILION FRANKLIN MEMORIAL HOSPITAL
490090	SOUTHSIDE COMMUNITY HOSPITAL, INC
490092	SOUTHAMPTON MEMORIAL HOSPITAL
490093	SENTARA CAREPLEX HOSPITAL
490094	BON SECOURS RICHMOND COMMUNITY HOSPITAL
490097	SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER
490098	COMMUNITY MEMORIAL HEALTHCENTER, INC
490101	INOVA FAIR OAKS HOSPITAL
490105	SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE
490106	WESTERN STATE HOSPITAL
490107	RESTON HOSPITAL CENTER
490109	EASTERN STATE HOSPITAL
49010F	RICHMOND VA MEDICAL CENTER
490110	LEWISGALE HOSPITAL MONTGOMERY
490111	WYTHE COUNTY COMMUNITY HOSPITAL
490112	CJW MEDICAL CENTER ( JOHNSTON-WILLIS CAMPUS)
490113	SENTARA NORTHERN VIRGINIA MEDICAL CENTER
490114	WELLMONT LONESOME PINE HOSPITAL
490115	TWIN COUNTY REGIONAL HOSPITAL
490116	LEWISGALE HOSPITAL PULASKI
490117	CARILION TAZEWELL COMMUNITY HOSPITAL
490118	HENRICO DOCTORS' HOSPITAL
490119	SENTARA PRINCESS ANNE HOSPITAL
49011F	SALEM VA MEDICAL CENTER
490120	CHESAPEAKE GENERAL HOSPITAL
490122	INOVA MOUNT VERNON HOSPITAL
490123	RAPPAHANNOCK GENERAL HOSPITAL
490126	LEWISGALE HOSPITAL ALLEGHANY
490127	BUCHANAN GENERAL HOSPITAL
490130	RIVERSIDE WALTER REED HOSPITAL
490134	PIEDMONT GERIATRIC HOSPITAL
490136	BON SECOURS ST FRANCIS MEDICAL CENTER
490140	STAFFORD HOSPITAL, LLC
490141	SPOTSYLVANIA REGIONAL MEDICAL CENTER
490143	RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG
491300	BATH COMMUNITY HOSPITAL
491302	CARILION GILES COMMUNITY HOSPITAL
491303	DICKENSON COMMUNITY HOSPITAL
491304	CARILION STONEWALL JACKSON HOSPITAL
491305	SHENANDOAH MEMORIAL HOSPITAL
491306	PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC
491307	PAGE MEMORIAL HOSPITAL, INC
500001	NORTHWEST HOSPITAL
500002	PROVIDENCE ST MARY MEDICAL CENTER
500003	SKAGIT VALLEY HOSPITAL
500005	VIRGINIA MASON MEDICAL CENTER
500007	ISLAND HOSPITAL
500008	UNIVERSITY OF WASHINGTON MEDICAL CTR
500011	HIGHLINE MEDICAL CENTER
500012	YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER
500014	PROVIDENCE REGIONAL MEDICAL CENTER EVERETT
500015	MULTICARE AUBURN MEDICAL CENTER
500016	CENTRAL WASHINGTON HOSPITAL
500019	PROVIDENCE CENTRALIA HOSPITAL
500021	ST CLARE HOSPITAL
500024	PROVIDENCE ST PETER HOSPITAL
500025	SWEDISH MEDICAL CENTER / CHERRY HILL
500026	SWEDISH EDMONDS HOSPITAL
500027	SWEDISH MEDICAL CENTER
500030	PEACEHEALTH ST JOSEPH MEDICAL CENTER
500031	GRAYS HARBOR COMMUNITY HOSPITAL
500033	SAMARITAN HOSPITAL
500036	YAKIMA VALLEY MEMORIAL HOSPITAL
500037	TOPPENISH COMMUNITY HOSPITAL
500039	HARRISON MEDICAL CENTER
500041	PEACHEALTH ST JOHN MEDICAL CENTER
500044	DEACONESS HOSPITAL
500049	WALLA WALLA GENERAL HOSPITAL
500050	PEACEHEALTH SOUTHWEST MEDICAL CENTER
500051	OVERLAKE HOSPITAL MEDICAL CENTER
500052	GROUP HEALTH CENTRAL HOSPITAL
500053	KENNEWICK GENERAL HOSPITAL
500054	PROVIDENCE SACRED HEART MEDICAL CENTER
500058	KADLEC REGIONAL MEDICAL CENTER
500060	CASCADE VALLEY HOSPITAL
500064	HARBORVIEW MEDICAL CENTER
500072	OLYMPIC MEDICAL CENTER
